product_name,gw_sku,amazon_url
Iron Priest,53-26,https://www.amazon.com/Warhammer-Space-Wolves-Iron-Priest/dp/B01BU0P9JA/ref=sr_1_2?crid=3FQU4W7SRD26D&dib=eyJ2IjoiMSJ9.1Wf_XkQPFSN0dfKt6WMqR_xlGIFB1vHi0eCFEYYjvE_21SpaHzQ2p71Q2KimkOTa2511jaT3GuuYOepBPMUpKEMiOqPmvkMLuNjSVQ5a3aMPlh6MukYSyRTyAryWuTtNxDzmpFOFyEaAnf0mkXFRXJmYwe_LBpT4zCtWonnDBKJW65yY_IV0o5j6CGMAMfno9bpej1cdLlpBwJTf_sL695MWJ6SOdWYKcF5OUzKyl1U.wCE_FHbpWynwIuiTcHWOwFzhRfbgB9-o4AB4XjtFZ9w&dib_tag=se&keywords=Iron+Priest&qid=1777829904&sprefix=%2Caps%2C305&sr=8-2
Jain Zar,prod4390156,https://www.amazon.com/Games-Workshop-Warhammer-000-Craftworlds/dp/B0856SCBXQ/ref=sr_1_1_mod_primary_new?crid=258GV09X9EYSF&dib=eyJ2IjoiMSJ9.j-6N53ULRFRAFNkmEyUPaYFLvFUJ4CUbO_gsKW-ukIA4IrZUrnVqHjFRd8UctKkTCczUFABcithG8ZVga4WHR5iVn6s0R0tHP5klRWKVt7c.3nrTz0U3kKovslBnToG-yiHAQQGdGFXz2sSj-WprTy4&dib_tag=se&keywords=Jain+Zar&qid=1777829924&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=jain+zar%2Caps%2C315&sr=8-1
Kahl,prod5000456-99120118011,https://www.amazon.com/Warhammer-40k-Leagues-Votann-Destined/dp/B0BK9KZWZB/ref=sr_1_1?crid=JAPO4LXC0EQS&dib=eyJ2IjoiMSJ9.O1Qou-QbpUeeH6k5x9Qekp_AtH_boVVmOaFCL7vhwrqYtNon-CUNT1x4Za51dGV7LFeOFdnQW7HZkewe9e-Dbmue4nKgcE0llYNeEaf6_uzHSljAeS2Uw6Cdq_0hI6BSkKRJ-artfry9-pUIuDYg82f6Rc4sAkjVzZDnLnvnx_54rGkdFiotyv6p_pBgX_EdXLbF3AvcJ4VgSuhsVjSFSPk0PHdrjQGGF1l_qeIMTl52lYDTSGMxEoBlQujJpi1TRbJNK1hrxYuG5o2o-K3KxNp06_IWcu2v-M_km8uP_0Q.byRpineGptTqEizMEygtr0jQd4uNXVMXRuVOlqNk3l8&dib_tag=se&keywords=leagues+of+votann+40k+kahl&qid=1777829948&sprefix=Kahl+leagu%2Caps%2C217&sr=8-1
Kairos Fateweaver,P-TZEENTCH-KAIROS,https://www.amazon.com/Games-Workshop-Warhammer-40K-Tzeentch/dp/B01N5WN83Y/ref=sr_1_1?crid=26WSYAKRAZEUT&dib=eyJ2IjoiMSJ9.mZ92MUrALu-RmlPjR0AcC6JhVL_AVOsOBQ7cWObBf6OXYbEHqJtRAKxCAva-4hlbGy15YPbzVoSq2Bza92b4Zg.GP6RTlBlXoqeKiPpQm9gknLxI3KNMERJ19IhnIpYAk0&dib_tag=se&keywords=Kairos+Fateweaver&qid=1777829994&sprefix=kairos+fateweaver%2Caps%2C209&sr=8-1
Kapricus Defender/Carrier,P-223006-99120118022,https://www.amazon.com/Kapricus-Defender-Weapon-Leagues-Warhammer/dp/B0FL2YXDNQ/ref=sr_1_1?crid=9EWMBOFTWM8X&dib=eyJ2IjoiMSJ9.MSHiHsCa5jjz0hWOWsD89s93fS6IMlWCQzgl1DpUU1c.GUXsTHNnGnd0rIAKTwXG2XM-kLmX3nbnwoBeiB64aXA&dib_tag=se&keywords=Kapricus+Defender%2FCarrier+40K&qid=1777830081&sprefix=kapricus+defender%2Fcarrier+40k%2Caps%2C166&sr=8-1
Kayvaan Shrike,62-02,https://www.amazon.com/Space-Marines-Kayvaan-Shrike-Warhammer/dp/B08M6DJ925/ref=sr_1_2?crid=K3HX89S3JVAY&dib=eyJ2IjoiMSJ9.t9Sa6XkCFoXk0VIlXwAG-TGbYZ8pQPd_o0usi7PsyMPGjHj071QN20LucGBJIEps.4F0N9Y2JGjX5qvZ7Qp-Y2WF30DlMwY2zHOE7XSpvOQw&dib_tag=se&keywords=Kayvaan+Shrike+40K+mini&qid=1777830110&sprefix=kayvaan+shrike+40k+mini%2Caps%2C148&sr=8-2
Keeper of Secrets,99129915056,https://www.amazon.com/Games-Workshop-Keeper-Secrets/dp/B0CD2WVBPV/ref=sr_1_1?crid=AKR2802WMRR7&dib=eyJ2IjoiMSJ9.8NSNeIU0R39Vp1Qpcbr-NRa32qHllZW40oJOtVnLeaYSH8C1YYSU3T7ACaw3OJXSaSxjhXGJEzIf94zcNTEVcbWwlbPnIwii7SOBt6JjBgBRzmIe3PBETi486WhpDAF6tFXyGRc1ybHP1w86TvDFlL4YgO1GxT7TVYhodzcy-GSjdGKzGMqr9sGzQPDOeA9jgAbqbH5Etm5z9jp1iuTvpBuIVVkdhBdZ0dz33E_kEns.W2gcPuViQ11DlrhKOxEcafRQC_iPY0c68RtnOV4DKho&dib_tag=se&keywords=Keeper+of+Secrets&qid=1777830130&sprefix=keeper+of+secrets%2Caps%2C256&sr=8-1
Khorne Lord of Skulls,P-WE-LORD-SKULLS,
Kill Rig,50-42,https://www.amazon.com/Games-Workshop-Orks-KillRig-Miniature/dp/B09H4J1DXM/ref=sr_1_1?crid=GUC825R5I3AL&dib=eyJ2IjoiMSJ9.b0EqjXqCUPlFMN3lfa-wT0VwVi7RWIqosoN2b2FIf_VnOhxHG5Xo0JEsc_CV7-Z5nA4vbidIWzOTj1IHULY4XQ._KZxUDdmG_LPlPsYOsEtYQEr9lfcetbdoxjDyOLUApQ&dib_tag=se&keywords=Hunta+Rig&qid=1777829527&sprefix=%2Caps%2C215&sr=8-1
Kill Team: Goremongers (World Eaters),P-WE-KT-GOREMONGERS-2025,https://www.amazon.com/Games-Workshop-Warhammer-Kill-Goremongers/dp/B0FCG8V21Z/ref=sr_1_1?crid=3EO7J8Y9NX8PQ&dib=eyJ2IjoiMSJ9.59SX62v5YlJgmmboceDEDbqz5vy94lumUibYCEeebMl8ZlkR0Di3AdyB2pp_PcTZuURaHYjsRl_0RGUhKyZvFPHlCUgM5Hm22RorjVBreHtGd3B-VpfwTGmVfnu924W3ZhiWUW4k-UcBzccehifdBai10_4I7Lt_B-IHACrHfJswvpQIXLuVlsl2RKP_baHd1TFW09edTKgRNF2_t8txuA.sv9hbFbkT2vQa6tctbVYwgvSpPnJ6gOVA4A466JVhgw&dib_tag=se&keywords=Kill+Team%3A+Goremongers+%28World+Eaters%29&qid=1777830171&sprefix=kill+team+goremongers+world+eaters+%2Caps%2C239&sr=8-1
Kill Team: Hearthkyn Salvagers (Leagues of Votann),P-198770-99120118023,https://www.amazon.com/Warhammer-40k-Kill-Hearthkyn-Salvagers/dp/B0DPMXJ9JR/ref=sr_1_1?crid=3RZO54P49T8G3&dib=eyJ2IjoiMSJ9.OrGPJBTTS1wYzwLhYBZBi_WWgWS1XLG_V1gl4yu5ylEjS4zvQevGwvgejRcITBAVwQUizYodJCOSdCH9YPq7VE9YcaU3zg4ZsqTkrL81u2bKHdPw_b_TFrCR8WYLsoy47ORoF5JzDOvdhu_rOB5ADg.2S42jipmQvYbrpMOH4w2o3yEIFF6wIhYi2PmgyeUTFQ&dib_tag=se&keywords=Kill+Team%3A+Hearthkyn+Salvagers+%28Leagues+of+Votann%29&qid=1777830183&sprefix=kill+team+hearthkyn+salvagers+leagues+of+votann+%2Caps%2C156&sr=8-1
Kill Team: Hernkyn Yaegirs (Leagues of Votann),P-189754-99120118018,https://www.amazon.com/Games-Workshop-99120118018-Kill-Team/dp/B0DH4VYQ39/ref=sr_1_2?crid=1QQIPEJQFGHM3&dib=eyJ2IjoiMSJ9.Eiqeg39NWRNzGv4cdTZxbg6hSeer-mz1xUoFwnzzu5pYHrL9LimPco2ICPX9dHHNebG248Q4pn5pOD0iRsuyJaGiR87u_VGP1bPTZcqw4GAgvrvX9lQ5tkaIQTWzmb3SVWl8-E_83v6IJcUAsrSTP4hgpuP2gpEW94FfIotLwqehKHzXys1GQP0WCLxnPi27.P-MhbqoYJxZQZ5w6kgoNrExqMIEC9XAqzDlyCYvXasc&dib_tag=se&keywords=Kill+Team%3A+Hernkyn+Yaegirs+%28Leagues+of+Votann%29&qid=1777830196&sprefix=kill+team+hernkyn+yaegirs+leagues+of+votann+%2Caps%2C155&sr=8-2
Kommandos,50-43,https://www.amazon.com/Games-Workshop-Warhammer-40K-Kommandos/dp/B0FNRZZG4M/ref=sr_1_1_mod_primary_new?crid=1J16QNMXI2877&dib=eyJ2IjoiMSJ9.NXBCjBUmQjDdn-rNr-1n0qNDvfIujFUWxqpqvaWzRIM6D7VJCvtVo-0B1O5WilbSU3lI8qhIglWkaT1oQqHCu4_IzoL19hDIQOzV_V7jZGCJ4FSK-Uq92VYnJM2XVAmID0lAoKm5YFdkCC0kXgrezUnqqUBsWzNK9XUhxMk0tuND2INHYXxQJpDraYpQaE5AnEV2cZh9c7QKMD3c4ClXi0qA9irKodTMhbD9vEHNhfgVVlFuU8FEETT2eV6NQ8Ej2Ii2mdrazPq0k-DqMqSjx6KTzcWo9cl-sMYPa5IGPYE.lasG3S-UI0hhWLKZEfbd8XecH5J9VgAWeyr2-BOeZ8Q&dib_tag=se&keywords=Kommandos&qid=1777830211&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=%2Caps%2C204&sr=8-1
Kor'sarro Khan,64-01,https://www.amazon.com/Games-Workshop-Warhammer-White-KORSARRO/dp/B07W99YY6X/ref=sr_1_1?crid=22WQH9KNS93OE&dib=eyJ2IjoiMSJ9.CJkyvbZz_jPad5RHKM39GKuUklGB5bVjRPWNMOFTZuEPeMDnpHLmZFQ-x9PU4R8Wg3pD4TJEtFYrfaSFb6LJzaFuLY_olU2WLV1khV2yhk4.8MhtRWH2KYQN310A5yKPfb2Dz1W_YqQEdAwoqh6WTk8&dib_tag=se&keywords=Kor%27sarro+Khan&qid=1777830247&sprefix=%2Caps%2C186&sr=8-1
Kustom Boosta-blasta,50-44,https://www.amazon.com/Warhammer-40K-Ork-Kustom-Boosta-Blasta/dp/B07P5P9GFX/ref=sr_1_1?crid=34Z6T9DKLWSOH&dib=eyJ2IjoiMSJ9.mcUpjoa-E6SOAd60u3Rgig.q1eUoUMngAlvIPd8pK1aoLYaAV_5dpwUAphKqOoHS08&dib_tag=se&keywords=Kustom+Boosta-blasta&qid=1777830261&sprefix=kustom+boosta-blasta%2Caps%2C230&sr=8-1
Land Raider Redeemer,48-119,https://www.amazon.com/Space-Marine-Raider-Redeemer-Crusader/dp/B001GQQT2A/ref=sr_1_1?crid=1NMSL89ACLH8J&dib=eyJ2IjoiMSJ9.n6TkVKnjFWmgxXr6CDSLzBkaOZGqhNvIhsBJNNgcXqrE9QM01ESo8oeoAqeiAIEaoq4xKwQp-00wiXrFhEnu-g.My-rOoqisLK53kjDg0JFbzEay5RUYJ3OzdUdUJi6Bf4&dib_tag=se&keywords=Land+Raider+Redeemer&qid=1777830277&sprefix=land+raider+redeemer%2Caps%2C189&sr=8-1
Lhykhis,P-203618,https://www.amazon.com/Warhammer-40-000-Aeldari-Phoenix/dp/B0DV3ZNSBT/ref=sr_1_1?crid=24TFV4EHHUKNX&dib=eyJ2IjoiMSJ9.S1zIYNsJOh7q556ieQp7fQ.0Ca2SE0ifT9LvuNkBQUAP_qhgIRCXzgSUMg5BeT4TRo&dib_tag=se&keywords=Lhykhis&qid=1777830292&sprefix=%2Caps%2C188&sr=8-1
Librarian in Terminator Armour,48-120,https://www.amazon.com/GAMES-WORKSHOP-Warhammer-000-Terminator/dp/B0CBKL1G2B/ref=sr_1_1?crid=3IVWKL5OL3Q6U&dib=eyJ2IjoiMSJ9.zYochAfGnf3EnIx7AGGQwLOJnbJ7XwmSNdkxJkfydGQ5qycYa2R-kgUIvIdLJW3zpnbN4N3he0ZU8YMcNTqGDHGRVhgL4Qr3Hyhxgs7PBR-iH6dG45u5kpLJH_CKebsO.JKebvmcRBSnYP6C-9dTsnVOpVzu8awDsq95lJZDEfkk&dib_tag=se&keywords=Librarian+in+Terminator+Armour&qid=1777830302&sprefix=librarian+in+terminator+armour%2Caps%2C182&sr=8-1
Lieutenant in Reiver Armour,48-121,https://www.amazon.com/Warhammer-40k-Marines-Primaris-Lieutenant/dp/B08L44KSMZ/ref=sr_1_1?crid=1QLTYA7FABVH&dib=eyJ2IjoiMSJ9.C-seU5JUDhATJNRKTpieBg.t4kZeDLtWp7RiXZ5zzRKlMjsWfkTWpoX3Qjml4962LY&dib_tag=se&keywords=lieutenant+in+river+armour&qid=1777830317&sprefix=lieutenant+in+reiver+armour%2Caps%2C183&sr=8-1
Lieutenant with Power Sword,48-122,https://www.amazon.com/Workshop-Warhammer-Marines-Primaris-Lieutenant/dp/B07WJ7CF9D/ref=sr_1_1?crid=3AFFWNAH11Q1M&dib=eyJ2IjoiMSJ9.-HHcs0F298BvvSb-545rbd3TPrnA8qKqapPy0IR2M8pExhubsnwGo82_7stO8IEoGXnXcJTc26VytOkipbgzqg.yynvrAcwJShCi0OpwHBewaNNkuqsrvt9MQhOV-GmAdw&dib_tag=se&keywords=Lieutenant+with+Power+Sword&qid=1777830346&sprefix=lieutenant+with+power+sword%2Caps%2C197&sr=8-1
Lieutenant with Storm Shield,48-123,
Logan Grimnar,53-27,https://www.amazon.com/Games-Workshop-Warhammer-Wolves-Grimnar/dp/B0FF4T3ZF2/ref=sr_1_1?crid=2LY8DS47K1F28&dib=eyJ2IjoiMSJ9.sN-aQo8Mej4kAcq3fXcYjBzybM9GtfT7nG5L1ZQLEtrsYGK_iSLgnFQYSLF4uk_IoxqRXnOE-8bTvf6ph9tF6_L-1ZJQtYOVWfs1NboXHbChKyWIbmjbqtrhsT9bbvT_GixQ2h_eSOFeaRgSRqGvxGg-rPWO_fGtUe-1k71wmjc.Se8qEEmDdILO2ob0tt3RW6ZiN6OQFn7fRz9hSyvvOeo&dib_tag=se&keywords=Logan+Grimnar&qid=1777830478&sprefix=logan+grimnar%2Caps%2C296&sr=8-1
Lokhust Destroyer Squadron,prod4390155,https://www.amazon.com/Games-Workshop-Necron-Destroyer-Squadron/dp/B00D6H2TIK/ref=sr_1_2_mod_primary_new?crid=3LI3JIVDOW98S&dib=eyJ2IjoiMSJ9.pLreykJDJ8gRyzKVhs7ns2O2EvJbPeNmuTRFB0Zv5SvpCXOQ-9lRvCY-Ex0qXow3JkUh9X8kUYCXKdgcLtfy-QFL4zNLFz3BcoLPV3pcAJkUSXE1I-xmneAUlqGwL7n-15PNTb4ZVJ_CuB6slLcmaPFUE5aC4XODaqoXzDqBbnlRy7VM3FiaQBSAoc6rZxElPuy8HEHmsY7SfT0BQ-BUPzblhs5QKBSk4ZXtaXCr35kMeFxu52mwWx-glgCLrIcoujnxCpAbvBPPQz3EWVU4Q2vT5DUXk_wjGGWeT_NxoUc.i2J-5uPbh40vna6_UNU-jv109WySZfVmAiyZsRPg9RE&dib_tag=se&keywords=Lokhust+Destroyer+Squadron+necron&qid=1777830510&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=lokhust+destroyer+squadron+necron%2Caps%2C157&sr=8-2
Lokhust Heavy Destroyer,prod4390145,https://www.amazon.com/Games-Workshop-Warhammer-40k-Destroyer/dp/B08KHPTP7Y/ref=sr_1_1?crid=3LI3JIVDOW98S&dib=eyJ2IjoiMSJ9.pLreykJDJ8gRyzKVhs7ns2O2EvJbPeNmuTRFB0Zv5SvpCXOQ-9lRvCY-Ex0qXow3JkUh9X8kUYCXKdgcLtfy-QFL4zNLFz3BcoLPV3pcAJkUSXE1I-xmneAUlqGwL7n-15PNTb4ZVJ_CuB6slLcmaPFUE5aC4XODaqoXzDqBbnlRy7VM3FiaQBSAoc6rZxElPuy8HEHmsY7SfT0BQ-BUPzblhs5QKBSk4ZXtaXCr35kMeFxu52mwWx-glgCLrIcoujnxCpAbvBPPQz3EWVU4Q2vT5DUXk_wjGGWeT_NxoUc.i2J-5uPbh40vna6_UNU-jv109WySZfVmAiyZsRPg9RE&dib_tag=se&keywords=Lokhust+Destroyer+Squadron+necron&qid=1777830510&sprefix=lokhust+destroyer+squadron+necron%2Caps%2C157&sr=8-1
Lord Exultant,99120102206,https://www.amazon.com/Games-Workshop-Warhammer-Emperors-Children/dp/B0F3XG1KGX/ref=sr_1_1?crid=3V0H4YZBGUCDI&dib=eyJ2IjoiMSJ9.9vmiWiXa_Gyc7FDFGehqYx_u4HvU9Mojaj25khUFzE0Zkv2bpSbSvjixXGeyD3kkGWovN3a0sY6p-nOwvmD3NQ.FqLdyte0MNZp7UtryV5aw7--Eibr-7csOtd21PmZELM&dib_tag=se&keywords=Lord+Exultant&qid=1777830534&sprefix=lord+exultant%2Caps%2C169&sr=8-1
Lord Kakophonist,99120102205,https://www.amazon.com/Warhammer-40-000-Children-Kakophonist/dp/B0F3XH8X2N/ref=sr_1_1?crid=3IW6AU959XYTG&dib=eyJ2IjoiMSJ9.M6I98X6Hv0dWMDzoqcorIQ.KFwiTxe25Bx52UDR9CHcEMFqT69oZI_5b1O78KiBAHU&dib_tag=se&keywords=Lord+Kakophonist&qid=1777830549&sprefix=lord+kakophonist%2Caps%2C212&sr=8-1
Lord of Change,P-TZEENTCH-LOC,https://www.amazon.com/Games-Workshop-Warhammer-40K-Tzeentch/dp/B01N5WN83Y/ref=sr_1_1?crid=26WSYAKRAZEUT&dib=eyJ2IjoiMSJ9.mZ92MUrALu-RmlPjR0AcC6JhVL_AVOsOBQ7cWObBf6OXYbEHqJtRAKxCAva-4hlbGy15YPbzVoSq2Bza92b4Zg.GP6RTlBlXoqeKiPpQm9gknLxI3KNMERJ19IhnIpYAk0&dib_tag=se&keywords=Kairos+Fateweaver&qid=1777829994&sprefix=kairos+fateweaver%2Caps%2C209&sr=8-1
Lucius the Eternal,99120102201,https://www.amazon.com/Games-Workshop-Warhammer-Emperors-Children/dp/B0F3XG2DDJ/ref=sr_1_1?crid=20AQ9L6G2XTNS&dib=eyJ2IjoiMSJ9.UNHoOuOXLF-SaA1PODmfxiETq--CQqfcAQbChtERPN04Q00jmK3LSFd6Pt4NDu1K9jgHE05izPOmWx_JSjs6zVBYXrqhgPbMATsTYnnDE3umXN1240gaOZoM2pDFajh1sow8uBSbGQM5Sep5JjIowdsWOCYHrs8XH7CSmaV64wlzmr4hS8DLZVrDONMg0QGUtVY8rFphvtcju2ZOtPmPBevwI1sr2cnNvReXzh0ZcAI3CHfbvbO6F07MzA33hPmZOXkFj_i5nCVG69pETIZxpNf4gjRm4-juuiZUu3P5n68.8xBmDKMJmLIAVqpyfc2L1c_UlgDmePTERhmG4IFoz6s&dib_tag=se&keywords=Lucius+the+Eternal&qid=1777830567&sprefix=lucius+the+eternal%2Caps%2C193&sr=8-1
Master of Executions,P-CSM-MASTER-EXEC,https://www.amazon.com/Chaos-Space-Marines-Master-Executions/dp/B07QN8DJFK/ref=sr_1_1?crid=A9TRQRMI2O4N&dib=eyJ2IjoiMSJ9.4vOya9qPSi05qlr327NL1kwMpoV54uHjDbZCXnGB2KORR402tH2PxABNPagotvS7J9S81XLoJtxrvQgkovPv4NX7Thn1h19FcnVholt3OmhuJSnA_jGYbbuu8KLairg39LOG_t7ibhNuTl_EU7V-kdvMUlGYIdzHd8XvxNC4-fx9y3JfxdkHKNR4_d8Ai6sqOwSaCnLKGP13lnEJQbjS_rnZFoWTpK3IXXMs3Z3X2q6iRk_E6U6_3Hy-Wgz9p_4v0zJoHGnkqiJGZyA_R1jeHtxuE4rDzNU8FVuV3aMGo-8.Ptdgg_TPH-Fs5n0R1KmRiref3qUei6_OnG_OO7AZxwQ&dib_tag=se&keywords=Master+of+Executions&qid=1777830580&sprefix=master+of+executions%2Caps%2C250&sr=8-1
Maugan Ra,prod4870190,https://www.amazon.com/Games-Workshop-Maugan-Aeldari-Warhammer/dp/B09TG4HTD4/ref=sr_1_1?crid=3411MVNLR9AMS&dib=eyJ2IjoiMSJ9.9fYDxHYEp-c6UgarEmT8o-TvXnKeKtXiQjrHS-lm2jHz2GgnQI_F37eQnjXx6bqGr1LA3eoyBqZcYQpf3LjO3wKIEjNhNKUgB4k5EOlZuGHipenXNO6pD8FYZWFEuoijZnYnhoQqX0F_3Ce1W4Y1QYiazgybOFd1HGTygQ9H2P1c_S0vJusJa0zsCxjkMHHcSUNb7yK0iOMXOp4zU9XuPofpYI1keBvWRUghwSufv2M.KWaFrfjblQA40iniSHZ6h3X7IMoXDkoACP30Ni-AcdE&dib_tag=se&keywords=Maugan+Ra&qid=1777830616&sprefix=maugan+ra%2Caps%2C223&sr=8-1
Maulerfiend,99120102089,https://www.amazon.com/Games-Workshop-43-14-Warhammer-40k/dp/B07PWY44DY/ref=sr_1_1?crid=KM9WT37YF08&dib=eyJ2IjoiMSJ9.koUC4uDdhc7lZJJOcO0SF0VnsHGMQ3gHNRdDZdww2fNeicVUxslnOFt8yIHWiJ4ThUliptswBSky9Vj5H4m92ajfywO5txlBZWnIwBYjZ0lyNGKQTPNhTqKLV1-tLfpfhnznzCTKAfk983I_d7wdWgF042T-UBpajTTdEl6CVpc5CU-pfDEbjijxwlfmtxMB6I6J6wUuE73XHU_E3CzoFLwz0lanzXBvAEh7iON--s3KrnfjFqyHKz50IP1e8U5EtgC9wThOt4sArj2aP80D3PqZSfSSgK2b7FlTLOP7nHc.Ielbx7WWcX2zqtiUqNpsrKdAYLALr_Wep9fXNtavX78&dib_tag=se&keywords=Maulerfiend+40K&qid=1777830644&sprefix=maulerfiend+40%2Caps%2C172&sr=8-1
Megatrakk Scrapjet,50-45,https://www.amazon.com/Games-Workshop-99120103101-ORKS-MEGATRAKK/dp/B09FYLC8GV/ref=sr_1_1?crid=KIQRAKGYC0FZ&dib=eyJ2IjoiMSJ9.6-kBtaqvXV-iljdehLoX8fYyqb_HZwhID7BjLwHzKeXGjHj071QN20LucGBJIEps.FrOrllPZIgYvhkiGxamXYWiHIswd_cEeBzV5xd0eW5E&dib_tag=se&keywords=Megatrakk+Scrapjet&qid=1777830719&sprefix=megatrakk+scrapjet%2Caps%2C181&sr=8-1
Mek Gunz: Bubblechukka,50-46,https://www.amazon.com/Warhammer-40K-Ork-Mek-Gun/dp/B00L5JUSCK/ref=sr_1_3?crid=1S0ZZGT14AUMD&dib=eyJ2IjoiMSJ9.zIFQqMGnIuXlpZ73kpxvBX3GRCdK_wwtNufQs_3UfVRjpRM3PyHn6NnH2HgbhSm-5mIXg80sPb11F3jwCGnuCZUQ3tale9zD4-H7VNk8VoeTqVByZ3K_tj8Ev6g6XZ_VS9rhpDewjyGk5PoI2Pvgcg.RFkZvRbk8o19jsEOZHzTjo8qPSm16SyUqEFTQQrkHcw&dib_tag=se&keywords=big+mek+with+shokk+attack+gun+40k&qid=1777825048&sprefix=big+mek+with+sh%2Caps%2C194&sr=8-3
Mek Gunz: Kustom Mega-kannon,50-47,https://www.amazon.com/Warhammer-40K-Ork-Mek-Gun/dp/B00L5JUSCK/ref=sr_1_3?crid=1S0ZZGT14AUMD&dib=eyJ2IjoiMSJ9.zIFQqMGnIuXlpZ73kpxvBX3GRCdK_wwtNufQs_3UfVRjpRM3PyHn6NnH2HgbhSm-5mIXg80sPb11F3jwCGnuCZUQ3tale9zD4-H7VNk8VoeTqVByZ3K_tj8Ev6g6XZ_VS9rhpDewjyGk5PoI2Pvgcg.RFkZvRbk8o19jsEOZHzTjo8qPSm16SyUqEFTQQrkHcw&dib_tag=se&keywords=big+mek+with+shokk+attack+gun+40k&qid=1777825048&sprefix=big+mek+with+sh%2Caps%2C194&sr=8-3
Mek Gunz: Smasha Gun,50-48,https://www.amazon.com/Warhammer-40K-Ork-Mek-Gun/dp/B00L5JUSCK/ref=sr_1_3?crid=1S0ZZGT14AUMD&dib=eyJ2IjoiMSJ9.zIFQqMGnIuXlpZ73kpxvBX3GRCdK_wwtNufQs_3UfVRjpRM3PyHn6NnH2HgbhSm-5mIXg80sPb11F3jwCGnuCZUQ3tale9zD4-H7VNk8VoeTqVByZ3K_tj8Ev6g6XZ_VS9rhpDewjyGk5PoI2Pvgcg.RFkZvRbk8o19jsEOZHzTjo8qPSm16SyUqEFTQQrkHcw&dib_tag=se&keywords=big+mek+with+shokk+attack+gun+40k&qid=1777825048&sprefix=big+mek+with+sh%2Caps%2C194&sr=8-3
Mek Gunz: Traktor Kannon,50-49,https://www.amazon.com/Warhammer-40K-Ork-Mek-Gun/dp/B00L5JUSCK/ref=sr_1_3?crid=1S0ZZGT14AUMD&dib=eyJ2IjoiMSJ9.zIFQqMGnIuXlpZ73kpxvBX3GRCdK_wwtNufQs_3UfVRjpRM3PyHn6NnH2HgbhSm-5mIXg80sPb11F3jwCGnuCZUQ3tale9zD4-H7VNk8VoeTqVByZ3K_tj8Ev6g6XZ_VS9rhpDewjyGk5PoI2Pvgcg.RFkZvRbk8o19jsEOZHzTjo8qPSm16SyUqEFTQQrkHcw&dib_tag=se&keywords=big+mek+with+shokk+attack+gun+40k&qid=1777825048&sprefix=big+mek+with+sh%2Caps%2C194&sr=8-3
Memnyr Strategist,P-222997-99120118026,https://www.amazon.com/Games-Workshop-Leagues-Votann-Strategist/dp/B0FL3NGM8D/ref=sr_1_1?crid=13TJ4SKHSBYGY&dib=eyJ2IjoiMSJ9.m4Fi97JnRh45R0qKxdCQjpZV1by9GitL60J5E8IQzOBRziMYikZBtCKUxd5OG3fIhPSsFZTeFh4dpfAd3ai9T3-mL_1bJJN771mWZYTdAUSLpUdJfISYg4z3MIK2EyIoIYvhzUAfxXDTdwqrmTYJ4bdIQd43LnlIHIK7C8t2OL0naJERDr8HtGY0hr-imTGbBdxAz4jAfuzD9hbyc0wwf_v88dpwa1dg0JSOcN1en8A.TIylZMJlNrhtUTuiBsSE-2qJqqNOSLn91J35ocHbh5E&dib_tag=se&keywords=memory+strategist&qid=1777830735&sprefix=memnyr+strategist%2Caps%2C253&sr=8-1
Morkanaut,50-50,https://www.amazon.com/Games-Workshop-99120103088-ORKS-MORKANAUT/dp/B09HJSR7Y8/ref=sr_1_1?crid=3HOY15KEMKA95&dib=eyJ2IjoiMSJ9.qGePSH2dtREZK0GBebfim-cmcBOVRMwPUpdYGP1J1G8.NHhKBsbbWyqPI11qhYXgxWZZ2VnDa3aBqrnEZSRv9zU&dib_tag=se&keywords=Morkanaut&qid=1777834560&sprefix=morkanaut%2Caps%2C214&sr=8-1
Mozrog Skragbad,50-51,https://www.amazon.com/Games-Workshop-Mozrog-Skragbad-Miniature/dp/B09H4K1B9X/ref=sr_1_1?crid=27J07OUE08EST&dib=eyJ2IjoiMSJ9.so3vjpCD2KOKGh6Ey8sdHg.zKC2r4V6J2ENvEHQ9zP24G2FmrIxnhZNJrOrHsN3Nh4&dib_tag=se&keywords=beast+boss+on+squigosaur+40k&qid=1777824869&sprefix=beast+boss+on+%2Caps%2C168&sr=8-1
Murderfang,53-28,https://www.amazon.com/Games-Workshop-Venerable-Dreadnought-Warhammer/dp/B08K7PCLWD/ref=sr_1_1?dib=eyJ2IjoiMSJ9.nn_LaihTKL0sL49rSch17Q.mwHpdmUivfm3dee3ryKMQAyxXxIGh8TsF720E70EsfE&dib_tag=se&keywords=Murderfang&qid=1777834576&sr=8-1
Mutalith Vortex Beast,P-MUTALITH-VB,
